GrLivArea,OverallQual,YearBuilt,GarageCars,TotalBsmtSF
-0.3835209360189352,-0.7951514718918303,-0.47256041823858774,-1.02685765142659,0.5850361174672026
0.10572293881838488,-0.07183611428306244,0.7197863525655132,0.31172464418307205,-0.5892748192657035
-1.369623376352522,-0.7951514718918303,-2.029235369010608,-2.365439947036252,-0.596115465499099
0.4807464537715057,-0.7951514718918303,-1.1349752909075328,-1.02685765142659,-0.7443294672226697
0.3341636585867834,-0.7951514718918303,-1.5655449581423468,-1.02685765142659,-0.07166592093877201
-1.18306345520833,-0.7951514718918303,0.02425073626312099,0.31172464418307205,-0.3726543552081771
0.08478253950628169,-0.07183611428306244,1.1172352761668802,0.31172464418307205,-0.851499591545867
-0.6881085623767998,-1.518466829500598,-1.6317864454092414,-1.02685765142659,-0.596115465499099
-0.17792428822737658,-0.07183611428306244,0.32233742896414624,0.31172464418307205,0.8312993818694432
-0.03705251103686418,1.3747946009344731,1.1834767634337746,0.31172464418307205,1.0000353222932006
-1.1468936745783336,-0.07183611428306244,-0.1744737255375625,-1.02685765142659,-0.5550715880987256
-0.8175583035788924,-0.7951514718918303,-0.1744737255375625,0.31172464418307205,-0.07622635176103572
0.1628331187604845,0.6514792433257054,0.22297519806380448,0.31172464418307205,0.4869868547885328
0.8957470946840963,0.6514792433257054,-0.20759446917100974,0.31172464418307205,-0.659961497010791
-0.6690718357294333,0.6514792433257054,-0.07511149463722075,0.31172464418307205,0.24300380579742417
1.430679113475096,-0.07183611428306244,1.0178730452665383,0.31172464418307205,-0.10814936751688171
1.4154497321572028,-0.07183611428306244,-0.6050433927723767,0.31172464418307205,1.7137427459774717
-1.314416869075159,-0.7951514718918303,-0.5388019055054822,0.31172464418307205,-0.5299892185762751
-0.17030959756842998,-0.07183611428306244,0.18985445443035723,0.31172464418307205,-0.8378182990790758
0.2580167519973172,-0.07183611428306244,0.4879411471313825,0.31172464418307205,1.2508590175177048
-1.3829490850056787,-0.7951514718918303,-1.4993034708754525,-1.02685765142659,-0.659961497010791
2.129326981433448,-0.7951514718918303,-0.07511149463722075,2.988889235402396,0.4345419003325001
0.11524130214206814,-0.7951514718918303,-1.4330619836085579,-1.02685765142659,-0.035182474360662304
-0.05989658301370403,-0.07183611428306244,1.1172352761668802,0.31172464418307205,-0.6257582658438131
-0.6005396197989138,0.6514792433257054,1.0509937888999856,0.31172464418307205,0.27036639073100643
-0.505355986562081,0.6514792433257054,1.1503560198003273,0.31172464418307205,-0.9860323008026465
0.7358385908462174,0.6514792433257054,-0.40631893097169325,0.31172464418307205,1.9258027792127341
-0.9051272461567784,-2.241782187109366,-0.7375263673061657,0.31172464418307205,-2.411166932760057
-0.025630475048444255,0.6514792433257054,1.2497182507006692,0.31172464418307205,1.0137166147599916
-0.5472367851862875,-0.7951514718918303,-0.1744737255375625,-1.02685765142659,0.388937592109863
-0.47108987859682133,-0.7951514718918303,-0.7375263673061657,-1.02685765142659,-0.5140277106983522
-1.2401736351504296,-0.7951514718918303,-1.5324242145088998,-2.365439947036252,-0.4410608175421328
0.3246452952631001,-0.07183611428306244,0.289216685330699,0.31172464418307205,1.4332762504082532
0.19900289939048094,-1.518466829500598,0.15673371079690998,0.31172464418307205,0.5097890088998513
-1.2515956711388494,-0.7951514718918303,0.3554581725975935,0.31172464418307205,-0.4547421100089239
-0.40826868066051175,0.6514792433257054,1.1503560198003273,0.31172464418307205,0.5371515938334337
-0.019919457054234292,-0.07183611428306244,-0.6050433927723767,0.31172464418307205,1.0205572609933873
-1.2401736351504296,-1.518466829500598,-0.04199075100377351,-1.02685765142659,-0.4410608175421328
-0.5548514758452341,-0.7951514718918303,0.25609594169725175,0.31172464418307205,0.06514700372913938
-0.2521675221521061,-0.7951514718918303,-0.5719226491389294,-1.02685765142659,0.7423709808353007
-1.331549923057789,-0.7951514718918303,0.3554581725975935,-1.02685765142659,-0.5505111572764618
-0.3264107560768356,0.6514792433257054,0.8522693270993021,2.988889235402396,0.6534425798011584
-0.2350344681694762,0.6514792433257054,1.1834767634337746,0.31172464418307205,-0.8400985144902077
-0.857535429538362,-0.7951514718918303,-0.373198187338246,0.31172464418307205,0.017262480095370396
-0.505355986562081,-0.7951514718918303,-2.029235369010608,0.31172464418307205,-0.9039445460018996
-0.12081410828527696,-1.518466829500598,-1.6980279326761358,-2.365439947036252,-0.7329283901670104
-0.7985215769315258,-0.07183611428306244,-1.5655449581423468,-2.365439947036252,-1.106883717592635
-0.16650225223895665,0.6514792433257054,1.1834767634337746,0.31172464418307205,0.8449806743362342
0.2713424606504738,-0.07183611428306244,0.7860278398324076,0.31172464418307205,-0.6485604199551317
-1.2401736351504296,-0.7951514718918303,-0.7044056236727184,0.31172464418307205,-0.4410608175421328
0.7853340801293703,-0.7951514718918303,-1.8305109072099248,-2.365439947036252,-0.8469391607236032
0.04099806821733864,-0.07183611428306244,-0.3069567000713515,0.31172464418307205,0.5964371945228619
0.6615953569214879,0.6514792433257054,1.1503560198003273,1.6503069397927341,-0.4068575863751549
0.9357242206435661,2.821425316152009,1.216597507067222,1.6503069397927341,-0.09218785963895872
0.5264345977251854,2.0981099585432412,1.0509937888999856,1.6503069397927341,1.67497908398823
-1.0421916780178175,-0.7951514718918303,-1.5986657017757941,0.31172464418307205,-0.2039184147844197
2.1674004347281812,-0.07183611428306244,-0.108232238270668,0.31172464418307205,-0.007819889427080026
-1.0574210593357107,-1.518466829500598,-0.20759446917100974,-1.02685765142659,-0.9335873463466138
2.397744827161316,2.821425316152009,-2.5922880107792117,0.31172464418307205,0.4094595308100497
2.146460035416078,2.0981099585432412,1.1503560198003273,1.6503069397927341,2.49813684740683
0.24849838867363394,1.3747946009344731,1.084114532533433,0.31172464418307205,1.2234964325841224
-0.4139796986547217,-0.07183611428306244,0.45482040349793523,0.31172464418307205,0.548552670889093
0.33987467658099335,1.3747946009344731,1.216597507067222,1.6503069397927341,1.451517973697308
